sku,name,nature,category,brand,sale_price,location,min_stock,barcode,unit,notes
PIL-103597,AC PAT FLEX AZUL MIKE 1 42-17-130,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#512@2026-08-10
PIL-103604,AC PAT FLEX NEGRO  NATT 8225-2 C1 51 19-140,PRODUCTO_STOCKEABLE,Armazones,Natt,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#506@2026-08-10
PIL-103605,AC PAT FLEX AZUL NATT8234-1 C3 51 22-140,PRODUCTO_STOCKEABLE,Armazones,Natt,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#507@2026-08-10
PIL-103609,AC PAT FLEX NEGRO K9804 54-16-143 C502,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#535@2026-08-10
PIL-103612,AC PAT FLEX NEGRO F88187 51-17-140 C4,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#449@2026-08-10
PIL-103614,AC PAT FLEX CREMA MQ6534 53-17-142 C4,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#442@2026-08-10
PIL-103618,AC PAT FLEX MARRON K9397 53-17-140 C980,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#533@2026-08-10
PIL-103629,AC PAT FIJA NEGRO ST-1396 COL-11. 56 17-135,PRODUCTO_STOCKEABLE,Armazones,Scorpio,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#508@2026-08-10
PIL-103632,AC PAT FLEX TRANSPARENTE-LILA 3907M 52-16-135 COL.BT5,PRODUCTO_STOCKEABLE,Armazones,Hanis,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#522@2026-08-10
PIL-103633,AC PAT FIJA NEGRO H9715 54-16-138 C611,PRODUCTO_STOCKEABLE,Armazones,Unicity,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#515@2026-08-10
PIL-103642,AC PAT FLEX NEGRO V1263 54-17-145 C200,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#539@2026-08-10
PIL-103655,AC PAT FLEX NEGRO NEW BABY 4 47/17,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#510@2026-08-10
PIL-103669,AC PAT FLEX LILA 7503 C2 45-16-135,PRODUCTO_STOCKEABLE,Armazones,Emeflex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#513@2026-08-10
PIL-103671,AC PAT FLEX CELESTE K9342 45-16-125 C35,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#514@2026-08-10
PIL-103672,AC PAT FLEX NEGRO NEW BABY 42-16-130,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#511@2026-08-10
PIL-103679,AC PAT FLEX NEGRO K9770 53-17-140 C224,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#536@2026-08-10
PIL-103695,AC PAT FLEX ROJO BA2302 52-17-140 CF6,PRODUCTO_STOCKEABLE,Armazones,Bacchio,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#529@2026-08-10
PIL-103708,AC PAT FLEX GRIS OSCURO MIKE 1 42-17-130,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#541@2026-08-10
PIL-103716,ACPAT FLEX ROSA CLIP-ON BS2411 52-18-140 CB7,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#540@2026-08-10
PIL-103720,AC PAT FLEX LILA BC4469 45-18-130 C5,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#452@2026-08-10
PIL-103721,AC PAT FLEX TRANSPARENTE XB2015 52-25-145 C2,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#523@2026-08-10
PIL-103725,AC PAT FLEX AZUL V1263 54-17-145 C700,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#537@2026-08-10
PIL-103727,AC PAT FLEX NEGRO XB2012 53-22-145 C9,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#526@2026-08-10
PIL-103731,AC PAT FLEX ANIMAL PRINT K9433A 53-17-140 C509,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#532@2026-08-10
PIL-103734,AC PAT FLEX GRIS TRANSPARENTE XB2012 53-22-145 C3,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#528@2026-08-10
PIL-103737,AC PAT FLEX TRANSPARENTE XB2011 58-18-145 C2,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#527@2026-08-10
PIL-103739,AC PAT FLEX NEGRO K9383 59-18-145 C214,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#534@2026-08-10
PIL-103742,AC PAT FLEX NEGRO V1263 54-17-145 C208,PRODUCTO_STOCKEABLE,Armazones,Vicrola,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#538@2026-08-10
PIL-103743,AH PAT FLEX DORADO BA2303 54-17-140 CBK0,PRODUCTO_STOCKEABLE,Armazones,Bacchio,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#531@2026-08-10
PIL-103746,AH PAT FLEX DORADO BA2303 54-17-140 CBK7,PRODUCTO_STOCKEABLE,Armazones,Bacchio,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#530@2026-08-10
PIL-103750,AC PAT FLEX VERDE XB2012 53-22-145 C8,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#524@2026-08-10
PIL-103752,AC PAT FLEX MARRON XB2011 58-18-145 C7,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#525@2026-08-10
PIL-103754,AC PAT FLEX LILA HT2113 47-20-135 C5,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#447@2026-08-10
PIL-103756,AC PAT FLEX AZUL HT2111 49-18-135 C2,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#457@2026-08-10
PIL-103757,AC PAT FLEX LILA F88197 46-20-140 C2,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#446@2026-08-10
PIL-103758,AC PAT FLEX NARANJA BC4468 46-16-130 C5,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#450@2026-08-10
PIL-103760,AC PAT FLEX ROJO BC4470 47-16-130 C1,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#453@2026-08-10
PIL-103761,AC PAT FLEX NEGRO BC4469 45-18-130 C1,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#456@2026-08-10
PIL-103762,AC PAT FLEX NEGRO HT2111 49-18-135 C4,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#458@2026-08-10
PIL-103765,AH PAT FLEX  ROJO BA2301 53-17-140 CF6,PRODUCTO_STOCKEABLE,Armazones,Bacchio,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#298@2026-08-10
PIL-103769,AC PAT FLEX NEGRO HT2104 45-18-140 C5,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#445@2026-08-10
PIL-103775,AC PAT FIJA MARRON BOC24018 54-19-143 COL.FE2,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#972@2026-08-10
PIL-103776,AC PAT FIJA NEGRO BOC2012 55-18-142 COL.F1,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#973@2026-08-10
PIL-103781,AC PAT FLEX NEGRO BC4468 46-16-130 C4,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#451@2026-08-10
PIL-103785,AC PAT FIJA NEGRO BOC24025 55-18-145 COL.BT1,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#974@2026-08-10
PIL-103798,AC PAT FIJA ROSA DCP23005 59-16-140 COL.CBK7,PRODUCTO_STOCKEABLE,Lentes de Sol,Discovery,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#969@2026-08-10
PIL-103799,AC PAT FIJA DORADO DCP23003 59-16-144 COL.CET13,PRODUCTO_STOCKEABLE,Lentes de Sol,Discovery,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#967@2026-08-10
PIL-103801,AC PAT FIJA DORADO DCP23005 59-16-140 COL.CBK0,PRODUCTO_STOCKEABLE,Lentes de Sol,Discovery,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#968@2026-08-10
PIL-103804,AC PAT FLEX ROJO L23001 50-18-142 C7,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#454@2026-08-10
PIL-103805,AC PAT FLEX GRIS HT2104 45-18-140 C4,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#448@2026-08-10
PIL-103807,AC PAT FLEX NEGRO F88194 50-17-140 C1,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#441@2026-08-10
PIL-103808,AC PAT FIJA AZUL DCP23029 61-14-140 COL.CE3,PRODUCTO_STOCKEABLE,Lentes de Sol,Discovery,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#970@2026-08-10
PIL-103811,AC PAT FLEX TRANSPARENTE 8101 53-18-145 C3,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#440@2026-08-10
PIL-103815,AC PAT FLEX LILA 8041 53-18-145 C3,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#439@2026-08-10
PIL-103816,AC PAT FIJA NEGRO DP020-012 COL.35,PRODUCTO_STOCKEABLE,Lentes de Sol,Discovery,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#966@2026-08-10
PIL-103817,AC PAT FIJA ROJO DCP23043 54-18-144 COL.CET6,PRODUCTO_STOCKEABLE,Lentes de Sol,Discovery,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#971@2026-08-10
PIL-103819,AC PAT FLEX GRIS HT2111 49-18-135 C3,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#455@2026-08-10
PIL-103822,AC PA FLEX GRIS TA1023 52-18-140 C1,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#443@2026-08-10
PIL-103823,AC PAT FLEX NEGRO TA1023 52-18-140 C2,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#444@2026-08-10
PIL-103837,AC PAT FLEX AZUL CLIP-ON G5166 56-19-150 C3,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#459@2026-08-10
PIL-103841,AC PAT FLEX GRIS 88924 53-17-140 C2,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#500@2026-08-10
PIL-103844,AC PAT FIJA DORADO CLIP-ON YC3042 55-14-145 C2,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#463@2026-08-10
PIL-103845,AC PAT FLEX ROSA CLIP-ON 7002 54-14-142 C1,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#461@2026-08-10
PIL-103846,AC PAT FIJA AZUL CLIP-ON YC3037 53-18-140 C5,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#462@2026-08-10
PIL-103848,AC PAT FIJA GRIS CLIP-ON YC3042 55-14-145 C3,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#464@2026-08-10
PIL-103851,AC PAT FLEX CELESTE CLIP-ON G5519 54-17-145 C5,PRODUCTO_STOCKEABLE,Armazones,Altania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#460@2026-08-10
PIL-103853,AC PAT FLEX DP NEGRO V1208 60-12-145 C200,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#424@2026-08-10
PIL-103858,AC PAT FLEX DORADO K9870 53-19-144 C22,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#425@2026-08-10
PIL-103873,AC PAT FLEX BLANCO K9781 54-17-142 C527,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#427@2026-08-10
PIL-103874,AC PAT FLEX AZUL K9833 57-17-145 C700,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#428@2026-08-10
PIL-103875,AC PAT FLEX NEGRO K9833 57-17-145 C600,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#429@2026-08-10
PIL-103879,AC PAT FLEX AZUL K9870 53-19-144 C700,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#426@2026-08-10
PIL-103882,AC PAT FLEX DORADO K9866 53-17-142 C519,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#430@2026-08-10
PIL-103896,AC PAT FIJA FUCSIA K9885 54-16-141 C24,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#431@2026-08-10
PIL-103897,AC PAT FLEX NEGRO HD3022 53-16-145 C1,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#468@2026-08-10
PIL-103898,AC PAT FLEX ROSA MIKE 1 42-17-130 COL BS,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#483@2026-08-10
PIL-103901,AC PAT FLEX AZUL GV1013 49-20-145 C3,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#465@2026-08-10
PIL-103906,AC PAT FLEX NEGRO GV1013 49-20-145 C1,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#466@2026-08-10
PIL-103916,AC PAT FLEX MARRON GV1050 60-18-150 C3,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#471@2026-08-10
PIL-103918,AC PAT FLEX ROJO FP2119 54-17-140 C6,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#467@2026-08-10
PIL-103924,AC PAT FLEX AZUL MIKE 1 42-17-130 COL CP,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#484@2026-08-10
PIL-103926,AC PAT FLEX CELESTE 9974 54-16-143 C5,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#469@2026-08-10
PIL-103933,AC PAT FLEX MARRON XB2011 58-18-145 C7,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#474@2026-08-10
PIL-103936,AC PAT FLEX NEGRO 9021 54-18-143 C6,PRODUCTO_STOCKEABLE,Armazones,CG,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#470@2026-08-10
PIL-103938,AC PAT FLEX TRANSPARENTE XB2011 58-18-145 C2,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#475@2026-08-10
PIL-103939,AC PAT FLEX ROJO NICKI 50-19-142 COL KP,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#486@2026-08-10
PIL-103941,AC PAT FLEX ROSA BA2302 52-17-140 CF5,PRODUCTO_STOCKEABLE,Armazones,Bacchio,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#473@2026-08-10
PIL-103943,AC PAT FLEX TRANSPARENTE DB1751 48-17-130 C2,PRODUCTO_STOCKEABLE,Armazones,Hanis,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#472@2026-08-10
PIL-103946,AC PAT FLEX CELESTE 88915 51-16-140 C7,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#498@2026-08-10
PIL-103955,AC PAT FLEX AZUL NICKI 50-19-142 COL DS,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#487@2026-08-10
PIL-103960,AC PAT FLEX LILA MAYAN 3 47-17-128 COL P,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#476@2026-08-10
PIL-103961,AC PAT FLEX NEGRO NICKI 48-16-138 COL JS,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#485@2026-08-10
PIL-103962,AC PAT FLEX LILA VENUS 48-15-130 C41,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#490@2026-08-10
PIL-103965,AC PAT FLEX GRIS K7053 52-20-145 C4,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#499@2026-08-10
PIL-103968,AC PAT FLEX AZUL BABY ONE 2 44-16 COL D,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#477@2026-08-10
PIL-103969,AC PAT FLEX VERDE MIKE 2 44-16-130 COL VP,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#482@2026-08-10
PIL-103970,AC PAT FIJA NEGRO-AMARILLO BOL2519 156-130 F1F9,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#989@2026-08-10
PIL-103975,AC PAT FLEX AZUL WILL 47-16-135 C 130,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#488@2026-08-10
PIL-103978,AC PAT FLEX ROSA MAYAN 2 42-15-125 COL B,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#481@2026-08-10
PIL-103979,AC PAT FLEX AZUL EDY 49-16-130 S.DK.BLUE,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#489@2026-08-10
PIL-103984,AC PAT FLEX ROJO MAYAN 2 42-15-125 COL I,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#479@2026-08-10
PIL-103985,AC PAT FLEX ROSA BABY ONE 2 44-16 COL B,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#478@2026-08-10
PIL-103991,AC PAT FLEX AZUL MAYAN 2 42-15-125 COL DS,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#480@2026-08-10
PIL-103994,AC PAT FLEX CELESTE 97258 53-17-142 C7,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#497@2026-08-10
PIL-103997,AC PAT FLEX NEGRO AY6958 54-18-144 C2,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#495@2026-08-10
PIL-103999,AC PAT FLEX NEGRO K7053 52-20-145 C1,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#496@2026-08-10
PIL-104001,AC PAT FIJA MARRON BOL2514 56-19-140 F2,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#987@2026-08-10
PIL-104003,AC PAT FIJA NEGRO BOL2533 71-12-140 F1F13,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#979@2026-08-10
PIL-104019,AC PAT FIJA ROSA BOL2516 146-128 BT7,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#990@2026-08-10
PIL-104022,AC PAT FLEX NEGRO BA2505 55-17-140 F1,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#300@2026-08-10
PIL-104023,AC PAT FLEX NEGRO BOL2528 53-22-150 F1F13,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#977@2026-08-10
PIL-104025,AC PAT FIJA NEGRO-AMARILLO BOL2515 55-21-145 B1F9,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#986@2026-08-10
PIL-104028,AC PAT FIJA MARRON BOL2533 71-12-140 B1F2,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#980@2026-08-10
PIL-104029,AC PAT FIJA GRIS BOC25021 55-18-143 COL.BT13,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#981@2026-08-10
PIL-104032,AC PAT FIJA AZUL BOL2514 56-19-140 F3,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#984@2026-08-10
PIL-104035,AC PAT FLEX TRANSPARENTE 97272 54-20-145 C6,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#493@2026-08-10
PIL-104040,AC PAT FLEX NEGRO XH0022 51-19-145 C1,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#494@2026-08-10
PIL-104041,AC PAT FLEX TRANSPARENTE 97258 53-17-142 C6,PRODUCTO_STOCKEABLE,Armazones,Betania,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#492@2026-08-10
PIL-104045,AC PAT FLEX NEGRO BOL2530 55-16-145 B1F13,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#978@2026-08-10
PIL-104046,AC PAT FLEX LILA EDY 49-16-130 M.DKM.PURP,PRODUCTO_STOCKEABLE,Armazones,Mira Flex,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#491@2026-08-10
PIL-104055,AC PAT FLEX NEGRO BA2502 55-16-140 F1,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#299@2026-08-10
PIL-104057,AC PAT FLEX PLATEADO BA2505 55-17-140 B13,PRODUCTO_STOCKEABLE,Armazones,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#301@2026-08-10
PIL-104062,AC PAT FIJA AZUL BOL2513 56-18-140 F3,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#988@2026-08-10
PIL-104066,AC PAT FIJA ROSA BOL2510 55-18-148 FT7,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#985@2026-08-10
PIL-104070,AC PAT FIJA VERDE BOL2504 55-18-145 BM4,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#982@2026-08-10
PIL-104071,AC PAT FIJA NEGRO BOL2504 55-18-145 BT1,PRODUCTO_STOCKEABLE,Lentes de Sol,Bosani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#983@2026-08-10
PIL-104082,AC PAT FLEX ROSA K9927 54-17-142 COL820,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#302@2026-08-10
PIL-104088,AC PAT FLEX MARRON K9927 54-17-142 COL817,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#303@2026-08-10
PIL-104092,AC PAT FLEX GRIS K9927 54-17-142 COL827,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#304@2026-08-10
PIL-104093,AC PAT FLEX LILA K9382 54-18-140 COL948,PRODUCTO_STOCKEABLE,Armazones,Steffani,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#305@2026-08-10
PIL-104103,AC PAT FLEX NEGRO DT30039 54-17-140 C3,PRODUCTO_STOCKEABLE,Armazones,Niquel & Gold,,,,,UNIDAD,origen: PILAR=P2 - Inventario.xlsx#436@2026-08-10
